,symbolic_function
0,-0.231462642550468*tanh(0.855279862880707*x0 - 0.795439898967743) - 0.15267126262188
1,0.0558841675519943 - 0.0578103780716536*(-x0 - 0.979620416565521)**2
2,-1.67485797405243*cos(0.267999857664108*x0 + 9.68080043792725) - 1.61983847618103
3,-1.59325611591339*sin(0.274959832429886*x0 - 1.30823993682861) - 1.53822708129883
4,0.0734431287963159*(-0.502540484881638*x0 - 1)**3 + 0.0737029239535332
