,symbolic_function
0,0.924844565236327*(-x0 - 0.0660625954254907)**3 - 0.0241750292479992
1,-0.264307051897049*tanh(6.80260038375854*x0 - 3.3439998626709) - 0.281478881835938
2,0.0672151297330856 - 0.0816279269567366*exp(2.5415198802948*x0)
3,0.300476998090744 - 0.10195018351078*tan(0.23727984726429*x0 + 4.40000009536743)
4,0.295311242341995*log(9.89936065673828 - 9.86260032653809*x0) - 0.692520499229431
